SUBDIVISION,YEAR,ANNUAL
UTTARAKHAND,1936,1912.3
UTTARAKHAND,1937,1533.6
UTTARAKHAND,1938,1529.3
UTTARAKHAND,1939,1142.6
UTTARAKHAND,1940,1223.7
UTTARAKHAND,1941,1061.6
UTTARAKHAND,1942,1711.4
UTTARAKHAND,1943,1366.7
UTTARAKHAND,1944,1198.9
UTTARAKHAND,1945,1648
UTTARAKHAND,1946,1526.7
UTTARAKHAND,1947,1359.8
UTTARAKHAND,1948,1535.4
UTTARAKHAND,1949,1412.1
UTTARAKHAND,1950,1584.1
UTTARAKHAND,1951,1174.3
UTTARAKHAND,1952,1477.8
UTTARAKHAND,1953,1565.8
UTTARAKHAND,1954,1862.9
UTTARAKHAND,1955,1666.9
UTTARAKHAND,1956,1943
UTTARAKHAND,1957,1780.7
UTTARAKHAND,1958,1499
UTTARAKHAND,1959,1743
UTTARAKHAND,1960,1540.1
UTTARAKHAND,1961,1948.3
UTTARAKHAND,1962,1647.4
UTTARAKHAND,1963,1802
UTTARAKHAND,1964,1769.6
UTTARAKHAND,1965,1305.7
UTTARAKHAND,1966,1465.8
UTTARAKHAND,1967,1556.2
UTTARAKHAND,1968,1478.6
UTTARAKHAND,1969,1635.7
UTTARAKHAND,1970,1293.5
UTTARAKHAND,1971,1803.8
UTTARAKHAND,1972,1077.8
UTTARAKHAND,1973,1239.7
UTTARAKHAND,1974,1161.8
UTTARAKHAND,1975,1580.3
UTTARAKHAND,1976,986.3
UTTARAKHAND,1977,1416.3
UTTARAKHAND,1978,2031.4
UTTARAKHAND,1979,1072.3
UTTARAKHAND,1980,1333.5
UTTARAKHAND,1981,1356.1
UTTARAKHAND,1982,1372.1
UTTARAKHAND,1983,1525.3
UTTARAKHAND,1984,1339.1
UTTARAKHAND,1985,1653.7
UTTARAKHAND,1986,1514.5
UTTARAKHAND,1987,987.3
UTTARAKHAND,1988,1602.4
UTTARAKHAND,1989,1263.8
UTTARAKHAND,1990,1564.9
UTTARAKHAND,1991,1020.7
UTTARAKHAND,1992,1108.1
UTTARAKHAND,1993,1594.1
UTTARAKHAND,1994,1441.7
UTTARAKHAND,1995,1616.1
UTTARAKHAND,1996,1401.4
UTTARAKHAND,1997,803.4
UTTARAKHAND,1998,1198.6
UTTARAKHAND,1999,1185.5
UTTARAKHAND,2000,1712.9
UTTARAKHAND,2001,1544.4
UTTARAKHAND,2002,1574.7
UTTARAKHAND,2003,1734.3
UTTARAKHAND,2004,1219.6
UTTARAKHAND,2005,1348.2
UTTARAKHAND,2006,1178.9
UTTARAKHAND,2007,1924.3
UTTARAKHAND,2008,1363.7
UTTARAKHAND,2009,847.8
UTTARAKHAND,2010,1424
UTTARAKHAND,2011,1564.7
UTTARAKHAND,2012,1223.9
UTTARAKHAND,2013,1735.4
UTTARAKHAND,2014,1287.4
UTTARAKHAND,2015,1247.6
HARYANA DELHI & CHANDIGARH,1901,390.1
HARYANA DELHI & CHANDIGARH,1902,419.8
HARYANA DELHI & CHANDIGARH,1903,428.9
HARYANA DELHI & CHANDIGARH,1904,527.8
HARYANA DELHI & CHANDIGARH,1905,322.9
HARYANA DELHI & CHANDIGARH,1906,593.6
HARYANA DELHI & CHANDIGARH,1907,443.9
HARYANA DELHI & CHANDIGARH,1908,689
HARYANA DELHI & CHANDIGARH,1909,769.3
HARYANA DELHI & CHANDIGARH,1910,605.2
HARYANA DELHI & CHANDIGARH,1911,509.7
HARYANA DELHI & CHANDIGARH,1912,529.3
HARYANA DELHI & CHANDIGARH,1913,508.4
HARYANA DELHI & CHANDIGARH,1914,664.7
HARYANA DELHI & CHANDIGARH,1915,422.4
HARYANA DELHI & CHANDIGARH,1916,629.1
HARYANA DELHI & CHANDIGARH,1917,986.7
HARYANA DELHI & CHANDIGARH,1918,234.7
HARYANA DELHI & CHANDIGARH,1919,553.7
HARYANA DELHI & CHANDIGARH,1920,368.8
HARYANA DELHI & CHANDIGARH,1921,446.5
HARYANA DELHI & CHANDIGARH,1922,552.9
HARYANA DELHI & CHANDIGARH,1923,581.5
HARYANA DELHI & CHANDIGARH,1924,654.8
HARYANA DELHI & CHANDIGARH,1925,557.2
HARYANA DELHI & CHANDIGARH,1926,615.9
HARYANA DELHI & CHANDIGARH,1927,502.5
HARYANA DELHI & CHANDIGARH,1928,388.2
HARYANA DELHI & CHANDIGARH,1929,306.6
HARYANA DELHI & CHANDIGARH,1930,500.5
HARYANA DELHI & CHANDIGARH,1931,519.2
HARYANA DELHI & CHANDIGARH,1932,440.1
HARYANA DELHI & CHANDIGARH,1933,856.9
HARYANA DELHI & CHANDIGARH,1934,501.4
HARYANA DELHI & CHANDIGARH,1935,568.3
HARYANA DELHI & CHANDIGARH,1936,511.1
HARYANA DELHI & CHANDIGARH,1937,481.7
HARYANA DELHI & CHANDIGARH,1938,278.8
HARYANA DELHI & CHANDIGARH,1939,310.2
HARYANA DELHI & CHANDIGARH,1940,395.7
HARYANA DELHI & CHANDIGARH,1941,363.9
HARYANA DELHI & CHANDIGARH,1942,804.5
HARYANA DELHI & CHANDIGARH,1943,407.9
HARYANA DELHI & CHANDIGARH,1944,484.2
HARYANA DELHI & CHANDIGARH,1945,654.6
HARYANA DELHI & CHANDIGARH,1946,437.8
HARYANA DELHI & CHANDIGARH,1947,464.5
HARYANA DELHI & CHANDIGARH,1948,592.1
HARYANA DELHI & CHANDIGARH,1949,485.3
HARYANA DELHI & CHANDIGARH,1950,551.1
HARYANA DELHI & CHANDIGARH,1951,338.2
HARYANA DELHI & CHANDIGARH,1952,556.3
HARYANA DELHI & CHANDIGARH,1953,561.9
HARYANA DELHI & CHANDIGARH,1954,537
HARYANA DELHI & CHANDIGARH,1955,694.1
HARYANA DELHI & CHANDIGARH,1956,653.8
HARYANA DELHI & CHANDIGARH,1957,617.2
HARYANA DELHI & CHANDIGARH,1958,673
HARYANA DELHI & CHANDIGARH,1959,484.9
HARYANA DELHI & CHANDIGARH,1960,722.9
HARYANA DELHI & CHANDIGARH,1961,627.9
HARYANA DELHI & CHANDIGARH,1962,511
HARYANA DELHI & CHANDIGARH,1963,521.8
HARYANA DELHI & CHANDIGARH,1964,710.9
HARYANA DELHI & CHANDIGARH,1965,381.9
HARYANA DELHI & CHANDIGARH,1966,707.7
HARYANA DELHI & CHANDIGARH,1967,839.9
HARYANA DELHI & CHANDIGARH,1968,388.3
HARYANA DELHI & CHANDIGARH,1969,477.2
HARYANA DELHI & CHANDIGARH,1970,538.2
HARYANA DELHI & CHANDIGARH,1971,636.8
HARYANA DELHI & CHANDIGARH,1972,440.8
HARYANA DELHI & CHANDIGARH,1973,527.2
HARYANA DELHI & CHANDIGARH,1974,384.9
HARYANA DELHI & CHANDIGARH,1975,622.1
HARYANA DELHI & CHANDIGARH,1976,726.7
HARYANA DELHI & CHANDIGARH,1977,740.1
HARYANA DELHI & CHANDIGARH,1978,651.1
HARYANA DELHI & CHANDIGARH,1979,341.5
HARYANA DELHI & CHANDIGARH,1980,513.2
HARYANA DELHI & CHANDIGARH,1981,493.4
HARYANA DELHI & CHANDIGARH,1982,506.6
HARYANA DELHI & CHANDIGARH,1983,744.5
HARYANA DELHI & CHANDIGARH,1984,479.2
HARYANA DELHI & CHANDIGARH,1985,572.4
HARYANA DELHI & CHANDIGARH,1986,450.9
HARYANA DELHI & CHANDIGARH,1987,318.6
HARYANA DELHI & CHANDIGARH,1988,845
HARYANA DELHI & CHANDIGARH,1989,416.5
HARYANA DELHI & CHANDIGARH,1990,703.1
HARYANA DELHI & CHANDIGARH,1991,393.9
HARYANA DELHI & CHANDIGARH,1992,429.7
HARYANA DELHI & CHANDIGARH,1993,523.8
HARYANA DELHI & CHANDIGARH,1994,564.4
HARYANA DELHI & CHANDIGARH,1995,819.1
HARYANA DELHI & CHANDIGARH,1996,644.6
HARYANA DELHI & CHANDIGARH,1997,668.6
HARYANA DELHI & CHANDIGARH,1998,685.3
HARYANA DELHI & CHANDIGARH,1999,344.4
HARYANA DELHI & CHANDIGARH,2000,384.4
HARYANA DELHI & CHANDIGARH,2001,485.5
HARYANA DELHI & CHANDIGARH,2002,357.2
HARYANA DELHI & CHANDIGARH,2003,597.6
HARYANA DELHI & CHANDIGARH,2004,487.3
HARYANA DELHI & CHANDIGARH,2005,519.5
HARYANA DELHI & CHANDIGARH,2006,330.9
HARYANA DELHI & CHANDIGARH,2007,446.6
HARYANA DELHI & CHANDIGARH,2008,710.4
HARYANA DELHI & CHANDIGARH,2009,395.4
HARYANA DELHI & CHANDIGARH,2010,640.5
HARYANA DELHI & CHANDIGARH,2011,512
HARYANA DELHI & CHANDIGARH,2012,391.4
HARYANA DELHI & CHANDIGARH,2013,461.2
HARYANA DELHI & CHANDIGARH,2014,305.5
HARYANA DELHI & CHANDIGARH,2015,435.3
PUNJAB,1901,523.5
PUNJAB,1902,398
PUNJAB,1903,571
PUNJAB,1904,451.5
PUNJAB,1905,434.3
PUNJAB,1906,677.5
PUNJAB,1907,589.2
PUNJAB,1908,740.4
PUNJAB,1909,846.1
PUNJAB,1910,616.3
PUNJAB,1911,505.6
PUNJAB,1912,536.4
PUNJAB,1913,561.2
PUNJAB,1914,794.4
PUNJAB,1915,421.7
PUNJAB,1916,588.4
PUNJAB,1917,1126.7
PUNJAB,1918,339.6
PUNJAB,1919,549.9
PUNJAB,1920,383.1
PUNJAB,1921,370.4
PUNJAB,1922,513.6
PUNJAB,1923,737.9
PUNJAB,1924,590.8
PUNJAB,1925,629.6
PUNJAB,1926,607.3
PUNJAB,1927,481
PUNJAB,1928,437.1
PUNJAB,1929,423
PUNJAB,1930,557.2
PUNJAB,1931,588.6
PUNJAB,1932,490.3
PUNJAB,1933,860.6
PUNJAB,1934,429.2
PUNJAB,1935,598.2
PUNJAB,1936,626.4
PUNJAB,1937,571.1
PUNJAB,1938,430.9
PUNJAB,1939,403.7
PUNJAB,1940,532.2
PUNJAB,1941,506.3
PUNJAB,1942,871.6
PUNJAB,1943,422.3
PUNJAB,1944,626.9
PUNJAB,1945,805.3
PUNJAB,1946,478.1
PUNJAB,1947,600.9
PUNJAB,1948,620.2
PUNJAB,1949,584.9
PUNJAB,1950,992
PUNJAB,1951,499.5
PUNJAB,1952,565.9
PUNJAB,1953,611.5
PUNJAB,1954,633.2
PUNJAB,1955,973.9
PUNJAB,1956,750.4
PUNJAB,1957,710.5
PUNJAB,1958,828
PUNJAB,1959,699.8
PUNJAB,1960,606.9
PUNJAB,1961,690.1
PUNJAB,1962,769.3
PUNJAB,1963,476.2
PUNJAB,1964,708.8
PUNJAB,1965,423.2
PUNJAB,1966,638.2
PUNJAB,1967,680.4
PUNJAB,1968,536.2
PUNJAB,1969,494.8
PUNJAB,1970,650.6
PUNJAB,1971,748
PUNJAB,1972,470.9
PUNJAB,1973,743.1
PUNJAB,1974,356.2
PUNJAB,1975,705.9
PUNJAB,1976,794.7
PUNJAB,1977,712.6
PUNJAB,1978,720.6
PUNJAB,1979,464
PUNJAB,1980,661.7
PUNJAB,1981,503.7
PUNJAB,1982,571.3
PUNJAB,1983,751.1
PUNJAB,1984,710.5
PUNJAB,1985,752.9
PUNJAB,1986,611.9
PUNJAB,1987,409.6
PUNJAB,1988,1222.6
PUNJAB,1989,480.3
PUNJAB,1990,754.7
PUNJAB,1991,475.9
PUNJAB,1992,478.2
PUNJAB,1993,583.1
PUNJAB,1994,580.9
PUNJAB,1995,869.1
PUNJAB,1996,589.7
PUNJAB,1997,690.1
PUNJAB,1998,588.6
PUNJAB,1999,364.4
PUNJAB,2000,405.3
PUNJAB,2001,441
PUNJAB,2002,274.7
PUNJAB,2003,424.6
PUNJAB,2004,351.7
PUNJAB,2005,552
PUNJAB,2006,647.7
PUNJAB,2007,594.8
PUNJAB,2008,717.1
PUNJAB,2009,361.2
PUNJAB,2010,451.5
PUNJAB,2011,705.2
PUNJAB,2012,493.6
PUNJAB,2013,586.6
PUNJAB,2014,382.7
PUNJAB,2015,510.8
HIMACHAL PRADESH,1901,1345.1
HIMACHAL PRADESH,1902,951.6
HIMACHAL PRADESH,1903,993.3
HIMACHAL PRADESH,1904,987.6
HIMACHAL PRADESH,1905,930.2
HIMACHAL PRADESH,1906,1317.5
HIMACHAL PRADESH,1907,875.4
HIMACHAL PRADESH,1908,987.6
HIMACHAL PRADESH,1909,1077
HIMACHAL PRADESH,1910,1406.9
HIMACHAL PRADESH,1911,1333.8
HIMACHAL PRADESH,1912,1207.6
HIMACHAL PRADESH,1913,1119.3
HIMACHAL PRADESH,1914,1735.9
HIMACHAL PRADESH,1915,1236.8
HIMACHAL PRADESH,1916,1172.1
HIMACHAL PRADESH,1917,1703.6
HIMACHAL PRADESH,1918,984.7
HIMACHAL PRADESH,1919,1213.1
HIMACHAL PRADESH,1920,1084.8
HIMACHAL PRADESH,1921,1311.2
HIMACHAL PRADESH,1922,1718.6
HIMACHAL PRADESH,1923,1620.9
HIMACHAL PRADESH,1924,1660.7
HIMACHAL PRADESH,1925,1509.3
HIMACHAL PRADESH,1926,1450
HIMACHAL PRADESH,1927,1435
HIMACHAL PRADESH,1928,1308.9
HIMACHAL PRADESH,1929,1424.7
HIMACHAL PRADESH,1930,1305.5
HIMACHAL PRADESH,1931,1266.3
HIMACHAL PRADESH,1932,1418.9
HIMACHAL PRADESH,1933,1240.4
HIMACHAL PRADESH,1934,982.1
HIMACHAL PRADESH,1935,1027.9
HIMACHAL PRADESH,1936,1158
HIMACHAL PRADESH,1937,1465
HIMACHAL PRADESH,1938,927.5
HIMACHAL PRADESH,1939,877.8
HIMACHAL PRADESH,1940,1088.6
HIMACHAL PRADESH,1941,895.5
HIMACHAL PRADESH,1942,1328.3
HIMACHAL PRADESH,1943,1223.1
HIMACHAL PRADESH,1944,1128.8
HIMACHAL PRADESH,1945,1646.9
HIMACHAL PRADESH,1946,1539
HIMACHAL PRADESH,1947,1313.2
HIMACHAL PRADESH,1948,1758.7
HIMACHAL PRADESH,1949,1310.9
HIMACHAL PRADESH,1950,1684.4
HIMACHAL PRADESH,1951,1238.5
HIMACHAL PRADESH,1952,1263.7
HIMACHAL PRADESH,1953,1425.7
HIMACHAL PRADESH,1954,1717.6
HIMACHAL PRADESH,1955,1919.2
HIMACHAL PRADESH,1956,1541.6
HIMACHAL PRADESH,1957,1822.7
HIMACHAL PRADESH,1958,1572.3
HIMACHAL PRADESH,1959,1640.3
HIMACHAL PRADESH,1960,1115.1
HIMACHAL PRADESH,1961,1515.5
HIMACHAL PRADESH,1962,1393.5
HIMACHAL PRADESH,1963,1354.5
HIMACHAL PRADESH,1964,1354.1
HIMACHAL PRADESH,1965,1220.4
HIMACHAL PRADESH,1966,1371
HIMACHAL PRADESH,1967,1558.5
HIMACHAL PRADESH,1968,1168.2
HIMACHAL PRADESH,1969,1127.6
HIMACHAL PRADESH,1970,1082.5
HIMACHAL PRADESH,1971,1275.1
HIMACHAL PRADESH,1972,842.3
HIMACHAL PRADESH,1973,955.2
HIMACHAL PRADESH,1974,776.1
HIMACHAL PRADESH,1975,1054.1
HIMACHAL PRADESH,1976,1179.3
HIMACHAL PRADESH,1977,1245
HIMACHAL PRADESH,1978,1371.2
HIMACHAL PRADESH,1979,1021
HIMACHAL PRADESH,1980,1155
HIMACHAL PRADESH,1981,1147.1
HIMACHAL PRADESH,1982,1423
HIMACHAL PRADESH,1983,1189.6
HIMACHAL PRADESH,1984,968.3
HIMACHAL PRADESH,1985,1193.9
HIMACHAL PRADESH,1986,1322.6
HIMACHAL PRADESH,1987,1035.6
HIMACHAL PRADESH,1988,1881.1
HIMACHAL PRADESH,1989,1177.2
HIMACHAL PRADESH,1990,1462.7
HIMACHAL PRADESH,1991,1104.8
HIMACHAL PRADESH,1992,1383.1
HIMACHAL PRADESH,1993,1128.3
HIMACHAL PRADESH,1994,1410.2
HIMACHAL PRADESH,1995,1493.9
HIMACHAL PRADESH,1996,1384.4
HIMACHAL PRADESH,1997,1454.5
HIMACHAL PRADESH,1998,1381.6
HIMACHAL PRADESH,1999,1144.9
HIMACHAL PRADESH,2000,1068.4
HIMACHAL PRADESH,2001,991.8
HIMACHAL PRADESH,2002,990.4
HIMACHAL PRADESH,2003,1034.5
HIMACHAL PRADESH,2004,878.5
HIMACHAL PRADESH,2005,1248.5
HIMACHAL PRADESH,2006,1218.4
HIMACHAL PRADESH,2007,1034.5
HIMACHAL PRADESH,2008,1114.2
HIMACHAL PRADESH,2009,956.5
HIMACHAL PRADESH,2010,1259.4
HIMACHAL PRADESH,2011,1108.3
HIMACHAL PRADESH,2012,951.6
HIMACHAL PRADESH,2013,1211.9
HIMACHAL PRADESH,2014,1008.7
HIMACHAL PRADESH,2015,1210.5
JAMMU & KASHMIR,1901,979.9
JAMMU & KASHMIR,1902,760.5
JAMMU & KASHMIR,1903,1286.6
JAMMU & KASHMIR,1904,982.2
JAMMU & KASHMIR,1905,1157.7
JAMMU & KASHMIR,1906,1193.1
JAMMU & KASHMIR,1907,1069.6
JAMMU & KASHMIR,1908,1227.3
JAMMU & KASHMIR,1909,1339.9
JAMMU & KASHMIR,1910,1109.4
JAMMU & KASHMIR,1911,1280.2
JAMMU & KASHMIR,1912,936.7
JAMMU & KASHMIR,1913,1000.2
JAMMU & KASHMIR,1914,1692.1
JAMMU & KASHMIR,1915,963.9
JAMMU & KASHMIR,1916,1034.3
JAMMU & KASHMIR,1917,1386.1
JAMMU & KASHMIR,1918,916.5
JAMMU & KASHMIR,1919,1189.2
JAMMU & KASHMIR,1920,889.9
JAMMU & KASHMIR,1921,1057.6
JAMMU & KASHMIR,1922,890.8
JAMMU & KASHMIR,1923,1264.3
JAMMU & KASHMIR,1924,1182.2
JAMMU & KASHMIR,1925,1013.3
JAMMU & KASHMIR,1926,1123.6
JAMMU & KASHMIR,1927,973.1
JAMMU & KASHMIR,1928,1291
JAMMU & KASHMIR,1929,1102.7
JAMMU & KASHMIR,1930,1168
JAMMU & KASHMIR,1931,955
JAMMU & KASHMIR,1932,1039.4
JAMMU & KASHMIR,1933,1187.7
JAMMU & KASHMIR,1934,803.1
JAMMU & KASHMIR,1935,1085.5
JAMMU & KASHMIR,1936,1140.8
JAMMU & KASHMIR,1937,939.6
JAMMU & KASHMIR,1938,1061.7
JAMMU & KASHMIR,1939,1003.5
JAMMU & KASHMIR,1940,878.3
JAMMU & KASHMIR,1941,871.6
JAMMU & KASHMIR,1942,1239.8
JAMMU & KASHMIR,1943,1167.7
JAMMU & KASHMIR,1944,1051
JAMMU & KASHMIR,1945,856.2
JAMMU & KASHMIR,1946,922.3
JAMMU & KASHMIR,1947,914
JAMMU & KASHMIR,1948,1183.1
JAMMU & KASHMIR,1949,946.9
JAMMU & KASHMIR,1950,1523.1
JAMMU & KASHMIR,1951,963
JAMMU & KASHMIR,1952,1069.6
JAMMU & KASHMIR,1953,1229.6
JAMMU & KASHMIR,1954,1307.1
JAMMU & KASHMIR,1955,1156.4
JAMMU & KASHMIR,1956,1520.8
JAMMU & KASHMIR,1957,1520.3
JAMMU & KASHMIR,1958,1350.4
JAMMU & KASHMIR,1959,1550.3
JAMMU & KASHMIR,1960,766.4
JAMMU & KASHMIR,1961,1138.2
JAMMU & KASHMIR,1962,930.3
JAMMU & KASHMIR,1963,909.2
JAMMU & KASHMIR,1964,946.2
JAMMU & KASHMIR,1965,912.6
JAMMU & KASHMIR,1966,1378.9
JAMMU & KASHMIR,1967,1091.3
JAMMU & KASHMIR,1968,1065.6
JAMMU & KASHMIR,1969,1095.6
JAMMU & KASHMIR,1970,657
JAMMU & KASHMIR,1971,764.7
JAMMU & KASHMIR,1972,1145.6
JAMMU & KASHMIR,1973,1100.5
JAMMU & KASHMIR,1974,802.6
JAMMU & KASHMIR,1975,1180.4
JAMMU & KASHMIR,1976,1023.7
JAMMU & KASHMIR,1977,955
JAMMU & KASHMIR,1978,1061.6
JAMMU & KASHMIR,1979,1077.4
JAMMU & KASHMIR,1980,1017.9
JAMMU & KASHMIR,1981,1135.5
JAMMU & KASHMIR,1982,1202.2
JAMMU & KASHMIR,1983,1485.2
JAMMU & KASHMIR,1984,1157.4
JAMMU & KASHMIR,1985,1167.1
JAMMU & KASHMIR,1986,1521
JAMMU & KASHMIR,1987,1216
JAMMU & KASHMIR,1988,1670.9
JAMMU & KASHMIR,1989,1216
JAMMU & KASHMIR,1990,1574
JAMMU & KASHMIR,1991,1448.8
JAMMU & KASHMIR,1992,1478.1
JAMMU & KASHMIR,1993,1243.8
JAMMU & KASHMIR,1994,1732.5
JAMMU & KASHMIR,1995,1619.6
JAMMU & KASHMIR,1996,1620.4
JAMMU & KASHMIR,1997,1295.9
JAMMU & KASHMIR,1998,1325.9
JAMMU & KASHMIR,1999,890.3
JAMMU & KASHMIR,2000,984.6
JAMMU & KASHMIR,2001,952.7
JAMMU & KASHMIR,2002,903.5
JAMMU & KASHMIR,2003,1311.1
JAMMU & KASHMIR,2004,944.9
JAMMU & KASHMIR,2005,1692.7
JAMMU & KASHMIR,2006,1519.8
JAMMU & KASHMIR,2007,1023.5
JAMMU & KASHMIR,2008,1224.5
JAMMU & KASHMIR,2009,NA
JAMMU & KASHMIR,2010,997.9
JAMMU & KASHMIR,2011,887.6
JAMMU & KASHMIR,2012,1034.7
JAMMU & KASHMIR,2013,859.3
JAMMU & KASHMIR,2014,1093.4
JAMMU & KASHMIR,2015,1572.8
WEST RAJASTHAN,1901,158.9
WEST RAJASTHAN,1902,195.6
WEST RAJASTHAN,1903,307
WEST RAJASTHAN,1904,167.9
WEST RAJASTHAN,1905,114.4
WEST RAJASTHAN,1906,269.5
WEST RAJASTHAN,1907,353.2
WEST RAJASTHAN,1908,581.9
WEST RAJASTHAN,1909,426.2
WEST RAJASTHAN,1910,293.2
WEST RAJASTHAN,1911,138.8
WEST RAJASTHAN,1912,279.9
WEST RAJASTHAN,1913,248.3
WEST RAJASTHAN,1914,302.3
WEST RAJASTHAN,1915,147.2
WEST RAJASTHAN,1916,421.7
WEST RAJASTHAN,1917,768.8
WEST RAJASTHAN,1918,62.3
WEST RAJASTHAN,1919,305
WEST RAJASTHAN,1920,248.7
WEST RAJASTHAN,1921,218
WEST RAJASTHAN,1922,244.8
WEST RAJASTHAN,1923,273.4
WEST RAJASTHAN,1924,297.1
WEST RAJASTHAN,1925,169.7
WEST RAJASTHAN,1926,440.2
WEST RAJASTHAN,1927,332.5
WEST RAJASTHAN,1928,272
WEST RAJASTHAN,1929,303.3
WEST RAJASTHAN,1930,230.1
WEST RAJASTHAN,1931,395.4
WEST RAJASTHAN,1932,265.3
WEST RAJASTHAN,1933,376.4
WEST RAJASTHAN,1934,322.4
WEST RAJASTHAN,1935,256.6
WEST RAJASTHAN,1936,265.5
WEST RAJASTHAN,1937,292.5
WEST RAJASTHAN,1938,183.5
WEST RAJASTHAN,1939,137.4
WEST RAJASTHAN,1940,292.4
WEST RAJASTHAN,1941,224.8
WEST RAJASTHAN,1942,338.9
WEST RAJASTHAN,1943,295.6
WEST RAJASTHAN,1944,525.1
WEST RAJASTHAN,1945,364
WEST RAJASTHAN,1946,223.1
WEST RAJASTHAN,1947,253.2
WEST RAJASTHAN,1948,233.5
WEST RAJASTHAN,1949,224.8
WEST RAJASTHAN,1950,278.3
WEST RAJASTHAN,1951,179.8
WEST RAJASTHAN,1952,267.1
WEST RAJASTHAN,1953,304.4
WEST RAJASTHAN,1954,250.4
WEST RAJASTHAN,1955,391.3
WEST RAJASTHAN,1956,374.2
WEST RAJASTHAN,1957,267.1
WEST RAJASTHAN,1958,264.1
WEST RAJASTHAN,1959,335.3
WEST RAJASTHAN,1960,217.8
WEST RAJASTHAN,1961,400.3
WEST RAJASTHAN,1962,262.5
WEST RAJASTHAN,1963,174.5
WEST RAJASTHAN,1964,337.3
WEST RAJASTHAN,1965,215.3
WEST RAJASTHAN,1966,252.9
WEST RAJASTHAN,1967,340.3
WEST RAJASTHAN,1968,142.2
WEST RAJASTHAN,1969,119
WEST RAJASTHAN,1970,355.7
WEST RAJASTHAN,1971,251.5
WEST RAJASTHAN,1972,185.9
WEST RAJASTHAN,1973,454.8
WEST RAJASTHAN,1974,164.3
WEST RAJASTHAN,1975,553.8
WEST RAJASTHAN,1976,425.2
WEST RAJASTHAN,1977,389.4
WEST RAJASTHAN,1978,379.7
WEST RAJASTHAN,1979,308.2
WEST RAJASTHAN,1980,238.4
WEST RAJASTHAN,1981,248.5
WEST RAJASTHAN,1982,311.8
WEST RAJASTHAN,1983,469.3
WEST RAJASTHAN,1984,203.2
WEST RAJASTHAN,1985,197.4
WEST RAJASTHAN,1986,204.2
WEST RAJASTHAN,1987,143
WEST RAJASTHAN,1988,280.4
WEST RAJASTHAN,1989,248.1
WEST RAJASTHAN,1990,445
WEST RAJASTHAN,1991,179
WEST RAJASTHAN,1992,425.8
WEST RAJASTHAN,1993,293.5
WEST RAJASTHAN,1994,415.5
WEST RAJASTHAN,1995,367.9
WEST RAJASTHAN,1996,307.9
WEST RAJASTHAN,1997,345.1
WEST RAJASTHAN,1998,279.6
WEST RAJASTHAN,1999,204.3
WEST RAJASTHAN,2000,235.3
WEST RAJASTHAN,2001,285.3
WEST RAJASTHAN,2002,92.4
WEST RAJASTHAN,2003,368.1
WEST RAJASTHAN,2004,196.7
WEST RAJASTHAN,2005,260.8
WEST RAJASTHAN,2006,361.3
WEST RAJASTHAN,2007,310.8
WEST RAJASTHAN,2008,324.1
WEST RAJASTHAN,2009,160.4
WEST RAJASTHAN,2010,473.2
WEST RAJASTHAN,2011,418.7
WEST RAJASTHAN,2012,327.3
WEST RAJASTHAN,2013,389.4
WEST RAJASTHAN,2014,302.4
WEST RAJASTHAN,2015,458.4
EAST RAJASTHAN,1901,412.5
EAST RAJASTHAN,1902,578.3
EAST RAJASTHAN,1903,686.1
EAST RAJASTHAN,1904,694.5
EAST RAJASTHAN,1905,279.8
EAST RAJASTHAN,1906,647.4
EAST RAJASTHAN,1907,551.8
EAST RAJASTHAN,1908,870.2
EAST RAJASTHAN,1909,781.6
EAST RAJASTHAN,1910,685.3
EAST RAJASTHAN,1911,420.4
EAST RAJASTHAN,1912,655.4
EAST RAJASTHAN,1913,498.3
EAST RAJASTHAN,1914,676.6
EAST RAJASTHAN,1915,401.8
EAST RAJASTHAN,1916,845.3
EAST RAJASTHAN,1917,1350.4
EAST RAJASTHAN,1918,273.6
EAST RAJASTHAN,1919,787
EAST RAJASTHAN,1920,596.7
EAST RAJASTHAN,1921,547.8
EAST RAJASTHAN,1922,669.9
EAST RAJASTHAN,1923,690.1
EAST RAJASTHAN,1924,924.4
EAST RAJASTHAN,1925,483.7
EAST RAJASTHAN,1926,832.4
EAST RAJASTHAN,1927,725.8
EAST RAJASTHAN,1928,608.3
EAST RAJASTHAN,1929,576
EAST RAJASTHAN,1930,661.3
EAST RAJASTHAN,1931,774.2
EAST RAJASTHAN,1932,543.8
EAST RAJASTHAN,1933,937.8
EAST RAJASTHAN,1934,808.9
EAST RAJASTHAN,1935,684.8
EAST RAJASTHAN,1936,542.1
EAST RAJASTHAN,1937,670.5
EAST RAJASTHAN,1938,503.1
EAST RAJASTHAN,1939,400.7
EAST RAJASTHAN,1940,652.8
EAST RAJASTHAN,1941,505.9
EAST RAJASTHAN,1942,939.3
EAST RAJASTHAN,1943,716.6
EAST RAJASTHAN,1944,906.9
EAST RAJASTHAN,1945,861.6
EAST RAJASTHAN,1946,887.7
EAST RAJASTHAN,1947,714.8
EAST RAJASTHAN,1948,663.6
EAST RAJASTHAN,1949,509.2
EAST RAJASTHAN,1950,740.1
EAST RAJASTHAN,1951,362.9
EAST RAJASTHAN,1952,712.7
EAST RAJASTHAN,1953,585.9
EAST RAJASTHAN,1954,665.9
EAST RAJASTHAN,1955,844.6
EAST RAJASTHAN,1956,928.8
EAST RAJASTHAN,1957,662.2
